user_id,retention_d30,login_frequency,habit_score,plan_type,nps_score
USR_45170,0,13,45,Basic,1
USR_45171,0,16,54,Pro,1
USR_45172,0,12,53,Basic,7
USR_45173,1,13,76,Enterprise,9
USR_45174,1,13,57,Basic,9
USR_45175,1,17,44,Basic,5
USR_45176,0,17,85,Pro,5
USR_45177,0,19,33,Basic,6
USR_45178,0,2,32,Pro,8
USR_45179,0,18,57,Enterprise,10
USR_45180,0,7,3,Basic,7
USR_45181,0,11,56,Basic,2
USR_45182,0,9,22,Enterprise,5
USR_45183,1,7,18,Basic,6
USR_45184,1,16,77,Basic,10
USR_45185,1,6,71,Enterprise,4
USR_45186,1,17,61,Basic,8
USR_45187,0,5,26,Basic,4
USR_45188,0,10,52,Basic,5
USR_45189,0,18,19,Enterprise,9
USR_45190,1,3,99,Pro,9
USR_45191,1,16,43,Basic,8
USR_45192,1,6,63,Pro,3
USR_45193,1,12,22,Basic,7
USR_45194,0,5,28,Basic,8
USR_45195,0,4,87,Basic,1
USR_45196,0,18,85,Basic,4
USR_45197,0,16,70,Enterprise,8
USR_45198,0,1,38,Basic,8
USR_45199,0,19,25,Pro,1
USR_45200,0,3,38,Basic,3
USR_45201,1,11,86,Basic,9
USR_45202,0,2,11,Pro,10
USR_45203,1,14,95,Enterprise,6
USR_45204,0,15,65,Pro,1
USR_45205,1,8,30,Basic,1
USR_45206,0,16,63,Pro,5
USR_45207,1,8,89,Basic,10
USR_45208,0,9,73,Basic,8
USR_45209,0,14,27,Basic,4
USR_45210,1,8,67,Basic,10
USR_45211,1,1,2,Pro,8
USR_45212,0,10,57,Basic,2
USR_45213,0,1,8,Pro,8
USR_45214,1,1,54,Enterprise,5
USR_45215,0,2,31,Basic,4
USR_45216,1,19,43,Basic,7
USR_45217,0,18,82,Basic,2
USR_45218,0,19,62,Pro,1
USR_45219,1,5,2,Basic,3
USR_45220,0,17,5,Basic,6
USR_45221,1,10,81,Basic,4
USR_45222,0,1,55,Pro,2
USR_45223,1,19,69,Basic,3
USR_45224,0,12,75,Basic,2
USR_45225,1,19,12,Basic,10
USR_45226,1,3,26,Basic,2
USR_45227,1,7,81,Basic,3
USR_45228,0,10,99,Pro,10
USR_45229,0,2,14,Pro,6
USR_45230,1,12,99,Enterprise,1
USR_45231,0,18,33,Basic,9
USR_45232,0,4,78,Basic,7
USR_45233,0,3,26,Basic,1
USR_45234,0,9,89,Basic,8
USR_45235,0,2,27,Pro,6
USR_45236,0,15,12,Enterprise,3
USR_45237,0,9,2,Basic,9
USR_45238,1,4,10,Basic,8
USR_45239,0,10,26,Pro,4
USR_45240,0,13,91,Basic,9
USR_45241,0,19,24,Basic,2
USR_45242,0,10,82,Basic,6
USR_45243,0,17,91,Pro,7
USR_45244,0,12,74,Basic,9
USR_45245,0,6,3,Pro,10
USR_45246,0,17,53,Basic,4
USR_45247,0,8,57,Enterprise,5
USR_45248,0,17,57,Basic,1
USR_45249,1,5,78,Basic,1
USR_45250,0,15,90,Basic,7
USR_45251,0,16,86,Basic,8
USR_45252,1,4,10,Pro,8
USR_45253,0,18,41,Pro,1
USR_45254,0,13,71,Basic,8
USR_45255,0,19,73,Basic,1
USR_45256,0,7,5,Basic,9
USR_45257,1,13,73,Basic,4
USR_45258,1,4,97,Pro,10
USR_45259,0,14,90,Enterprise,5
USR_45260,1,14,67,Basic,7
USR_45261,1,19,99,Pro,5
USR_45262,0,9,38,Basic,5
USR_45263,0,10,17,Basic,7
USR_45264,1,17,2,Basic,9
USR_45265,0,16,79,Basic,3
USR_45266,0,6,47,Basic,6
USR_45267,0,10,11,Basic,3
USR_45268,0,13,68,Basic,10
USR_45269,0,14,70,Basic,1
USR_45270,1,17,65,Basic,3
USR_45271,1,12,15,Pro,7
USR_45272,1,19,75,Basic,8
USR_45273,1,1,25,Enterprise,4
USR_45274,0,17,47,Basic,5
USR_45275,1,16,55,Basic,8
USR_45276,1,13,1,Basic,4
USR_45277,0,2,53,Basic,8
USR_45278,0,13,83,Basic,10
USR_45279,0,13,85,Basic,5
USR_45280,1,17,52,Basic,3
USR_45281,1,2,3,Basic,1
USR_45282,1,13,32,Basic,2
USR_45283,0,2,91,Basic,4
USR_45284,1,8,91,Basic,1
USR_45285,1,12,1,Enterprise,4
USR_45286,0,14,74,Basic,7
USR_45287,0,5,69,Basic,1
USR_45288,1,13,84,Pro,10
USR_45289,1,13,77,Enterprise,5
USR_45290,0,15,9,Basic,10
USR_45291,0,5,35,Basic,9
USR_45292,1,19,52,Enterprise,8
USR_45293,1,10,39,Pro,5
USR_45294,0,4,71,Basic,1
USR_45295,1,19,4,Pro,4
USR_45296,1,11,41,Basic,7
USR_45297,1,15,90,Basic,10
USR_45298,0,18,81,Pro,8
USR_45299,1,8,42,Basic,5
USR_45300,1,15,53,Pro,5
USR_45301,0,1,87,Basic,4
USR_45302,1,4,1,Basic,6
USR_45303,1,19,12,Enterprise,3
USR_45304,0,4,12,Basic,9
USR_45305,0,12,58,Pro,2
USR_45306,1,12,19,Enterprise,1
USR_45307,0,13,80,Pro,3
USR_45308,1,10,98,Basic,8
USR_45309,0,7,43,Pro,9
USR_45310,0,8,12,Pro,3
USR_45311,0,9,37,Basic,5
USR_45312,0,14,75,Basic,7
USR_45313,1,5,60,Basic,5
USR_45314,1,4,84,Pro,9
USR_45315,0,15,35,Basic,4
USR_45316,0,18,14,Pro,8
USR_45317,0,2,18,Enterprise,7
USR_45318,1,7,80,Basic,5
USR_45319,0,14,38,Pro,10
USR_45320,0,16,98,Basic,5
USR_45321,1,16,21,Basic,7
USR_45322,1,15,14,Basic,7
USR_45323,1,10,2,Pro,3
USR_45324,1,14,51,Pro,5
USR_45325,0,10,85,Basic,2
USR_45326,0,2,42,Basic,7
USR_45327,0,8,20,Basic,6
USR_45328,1,8,3,Basic,8
USR_45329,1,5,4,Basic,2
USR_45330,1,15,35,Basic,8
USR_45331,1,13,33,Basic,10
USR_45332,0,5,27,Basic,6
USR_45333,1,4,15,Enterprise,2
USR_45334,0,10,59,Enterprise,7
USR_45335,1,4,91,Basic,9
USR_45336,0,18,42,Basic,2
USR_45337,0,1,53,Pro,5
USR_45338,0,1,36,Basic,6
USR_45339,0,15,25,Basic,2
USR_45340,1,7,6,Basic,5
USR_45341,0,4,52,Basic,2
USR_45342,1,5,26,Basic,3
USR_45343,1,18,2,Basic,3
USR_45344,0,17,13,Basic,1
USR_45345,1,1,15,Basic,10
USR_45346,0,5,96,Pro,2
USR_45347,0,1,92,Basic,6
USR_45348,0,6,23,Enterprise,2
USR_45349,0,1,84,Pro,4
USR_45350,0,9,97,Enterprise,2
USR_45351,1,5,72,Basic,3
USR_45352,0,17,44,Basic,4
USR_45353,0,3,16,Basic,2
USR_45354,0,6,67,Basic,8
USR_45355,0,9,11,Basic,9
USR_45356,0,7,78,Basic,10
USR_45357,0,5,34,Basic,3
USR_45358,1,3,94,Basic,7
USR_45359,1,19,82,Basic,7
USR_45360,1,14,11,Basic,6
USR_45361,1,16,82,Basic,4
USR_45362,0,10,68,Basic,3
USR_45363,0,16,14,Enterprise,8
USR_45364,1,19,9,Basic,3
USR_45365,0,17,20,Basic,7
USR_45366,0,2,56,Basic,6
USR_45367,1,5,24,Pro,4
USR_45368,0,11,48,Basic,2
USR_45369,1,6,38,Pro,5
USR_45370,0,18,31,Basic,6
USR_45371,0,7,99,Basic,4
USR_45372,0,5,72,Enterprise,10
USR_45373,0,8,13,Basic,9
USR_45374,0,6,81,Basic,4
USR_45375,1,9,74,Basic,2
USR_45376,0,11,23,Basic,10
USR_45377,1,12,1,Basic,4
USR_45378,0,2,55,Pro,5
USR_45379,1,7,72,Basic,5
USR_45380,0,14,13,Basic,2
USR_45381,0,7,43,Enterprise,9
USR_45382,1,7,85,Pro,5
USR_45383,0,19,72,Basic,9
USR_45384,0,4,90,Pro,6
USR_45385,1,9,96,Basic,3
USR_45386,0,11,96,Pro,3
USR_45387,0,17,54,Basic,5
USR_45388,0,12,68,Basic,9
USR_45389,0,8,43,Basic,7
USR_45390,0,17,97,Basic,3
USR_45391,0,5,63,Basic,9
USR_45392,1,1,99,Basic,9
USR_45393,0,10,95,Basic,2
USR_45394,1,3,97,Enterprise,7
USR_45395,1,12,68,Basic,9
USR_45396,1,19,14,Basic,3
USR_45397,1,7,17,Basic,9
USR_45398,1,3,25,Basic,2
USR_45399,1,9,16,Basic,5
USR_45400,0,6,8,Basic,1
USR_45401,0,12,77,Enterprise,4
USR_45402,1,18,52,Pro,7
USR_45403,0,6,38,Basic,9
USR_45404,0,12,35,Pro,9
USR_45405,0,19,12,Basic,9
USR_45406,1,18,88,Basic,7
USR_45407,0,3,73,Basic,3
USR_45408,0,14,8,Basic,3
USR_45409,1,8,53,Basic,10
USR_45410,1,16,47,Pro,5
USR_45411,1,1,54,Pro,8
USR_45412,0,15,14,Basic,1
USR_45413,1,7,43,Basic,5
USR_45414,1,5,58,Enterprise,1
USR_45415,0,13,33,Basic,7
USR_45416,0,11,39,Pro,9
USR_45417,0,8,36,Basic,1
USR_45418,0,7,43,Basic,1
USR_45419,0,16,1,Basic,7
USR_45420,1,3,16,Basic,6
USR_45421,0,2,98,Basic,6
USR_45422,0,3,31,Basic,9
USR_45423,0,18,82,Basic,2
USR_45424,0,4,71,Basic,8
USR_45425,0,6,25,Pro,3
USR_45426,0,8,5,Basic,3
USR_45427,0,8,73,Basic,7
USR_45428,0,19,88,Basic,8
USR_45429,0,3,32,Basic,10
USR_45430,1,19,12,Pro,7
USR_45431,0,1,14,Basic,7
USR_45432,0,1,16,Basic,7
USR_45433,0,6,34,Basic,8
USR_45434,1,3,42,Basic,9
USR_45435,0,11,27,Basic,2
USR_45436,0,1,42,Pro,7
USR_45437,1,11,98,Basic,5
USR_45438,1,19,32,Basic,10
USR_45439,0,3,9,Basic,2
USR_45440,1,14,55,Basic,6
USR_45441,0,12,85,Enterprise,5
USR_45442,0,18,39,Basic,9
USR_45443,1,19,9,Basic,5
USR_45444,1,13,9,Basic,8
USR_45445,0,8,89,Basic,3
USR_45446,1,8,79,Enterprise,3
USR_45447,1,13,63,Basic,8
USR_45448,0,7,83,Enterprise,6
USR_45449,0,2,41,Pro,9
USR_45450,0,1,18,Basic,4
USR_45451,0,13,46,Basic,6
USR_45452,1,15,3,Basic,2
USR_45453,1,7,82,Basic,9
USR_45454,0,18,22,Basic,7
USR_45455,0,13,96,Basic,7
USR_45456,1,3,1,Basic,10
USR_45457,1,1,3,Pro,10
USR_45458,0,15,46,Basic,1
USR_45459,0,5,80,Pro,8
USR_45460,0,3,52,Basic,2
USR_45461,0,16,17,Pro,5
USR_45462,0,10,16,Basic,6
USR_45463,0,3,48,Enterprise,8
USR_45464,0,11,89,Basic,7
USR_45465,0,10,66,Basic,3
USR_45466,0,7,68,Basic,9
USR_45467,1,6,35,Pro,3
USR_45468,1,5,38,Basic,6
USR_45469,1,12,28,Basic,7
USR_45470,0,14,65,Pro,4
USR_45471,1,1,82,Pro,3
USR_45472,0,2,17,Basic,7
USR_45473,0,15,30,Pro,2
USR_45474,0,12,93,Basic,5
USR_45475,0,15,24,Basic,1
USR_45476,0,12,93,Basic,4
USR_45477,0,11,67,Basic,1
USR_45478,1,1,13,Basic,9
USR_45479,0,12,18,Pro,3
USR_45480,0,12,59,Basic,5
USR_45481,0,7,85,Pro,4
USR_45482,0,6,36,Pro,8
USR_45483,1,9,41,Basic,8
USR_45484,1,5,65,Basic,10
USR_45485,1,19,55,Basic,7
USR_45486,0,2,63,Basic,4
USR_45487,0,1,5,Basic,9
USR_45488,1,6,2,Pro,10
USR_45489,1,5,4,Basic,3
USR_45490,0,17,10,Pro,6
USR_45491,1,15,25,Basic,1
USR_45492,0,1,52,Basic,8
USR_45493,0,16,30,Basic,10
USR_45494,1,16,49,Basic,3
USR_45495,1,19,20,Basic,1
USR_45496,1,18,50,Basic,8
USR_45497,0,9,87,Basic,7
USR_45498,0,4,31,Basic,7
USR_45499,0,9,32,Basic,2
USR_45500,1,19,3,Enterprise,8
USR_45501,0,6,15,Basic,2
USR_45502,1,3,86,Pro,10
USR_45503,1,18,86,Basic,7
USR_45504,1,14,63,Pro,5
USR_45505,0,18,64,Basic,7
USR_45506,1,19,69,Basic,2
USR_45507,0,6,34,Basic,3
USR_45508,0,15,30,Basic,5
USR_45509,0,2,56,Basic,1
USR_45510,1,10,42,Basic,2
USR_45511,0,15,75,Pro,5
USR_45512,1,1,11,Enterprise,4
USR_45513,0,14,26,Basic,4
USR_45514,0,15,56,Basic,2
USR_45515,0,15,83,Basic,5
USR_45516,0,2,95,Basic,9
USR_45517,0,19,94,Basic,1
USR_45518,0,15,49,Basic,3
USR_45519,0,16,62,Basic,5
USR_45520,0,11,38,Pro,1
USR_45521,1,18,17,Basic,1
USR_45522,1,10,71,Pro,4
USR_45523,1,18,60,Pro,1
USR_45524,1,5,65,Basic,10
USR_45525,1,12,87,Basic,7
USR_45526,0,7,3,Basic,4
USR_45527,1,3,82,Basic,8
USR_45528,0,15,15,Pro,8
USR_45529,0,11,90,Pro,8
USR_45530,1,3,78,Pro,7
USR_45531,0,15,19,Basic,4
USR_45532,0,14,86,Basic,9
USR_45533,1,2,79,Basic,7
USR_45534,0,14,83,Basic,7
USR_45535,1,11,41,Basic,1
USR_45536,1,2,70,Basic,3
USR_45537,0,13,24,Basic,2
USR_45538,1,15,84,Basic,7
USR_45539,0,11,44,Basic,9
USR_45540,0,11,50,Basic,9
USR_45541,1,13,61,Basic,4
USR_45542,0,5,42,Basic,4
USR_45543,1,2,16,Basic,1
USR_45544,1,4,41,Basic,7
USR_45545,0,9,20,Enterprise,1
USR_45546,0,1,76,Basic,2
USR_45547,0,14,66,Basic,4
USR_45548,0,9,22,Pro,9
USR_45549,0,2,1,Basic,6
USR_45550,1,14,11,Pro,4
USR_45551,0,1,44,Enterprise,10
USR_45552,1,10,38,Basic,6
USR_45553,1,6,49,Basic,6
USR_45554,1,4,18,Basic,4
USR_45555,0,5,89,Basic,10
USR_45556,0,19,18,Basic,4
USR_45557,0,4,13,Basic,2
USR_45558,0,12,98,Basic,5
USR_45559,0,15,51,Pro,4
USR_45560,0,13,9,Pro,2
USR_45561,0,10,79,Pro,1
USR_45562,1,13,78,Basic,2
USR_45563,0,16,59,Basic,7
USR_45564,0,3,40,Basic,10
USR_45565,1,4,80,Basic,3
USR_45566,1,18,28,Basic,3
USR_45567,0,12,91,Basic,9
USR_45568,1,10,34,Enterprise,1
USR_45569,0,7,54,Basic,1
USR_45570,1,5,28,Basic,2
USR_45571,1,7,65,Basic,6
USR_45572,0,4,23,Basic,4
USR_45573,1,13,67,Basic,10
USR_45574,0,1,69,Basic,4
USR_45575,1,18,29,Basic,9
USR_45576,1,17,12,Basic,4
USR_45577,1,14,78,Enterprise,1
USR_45578,1,10,40,Basic,1
USR_45579,1,14,32,Basic,7
USR_45580,1,8,75,Basic,10
USR_45581,1,8,21,Pro,3
USR_45582,0,2,50,Basic,7
USR_45583,1,8,76,Basic,10
USR_45584,1,2,1,Basic,7
USR_45585,0,11,81,Basic,1
USR_45586,1,7,79,Enterprise,5
USR_45587,1,2,68,Pro,2
USR_45588,1,6,72,Basic,4
USR_45589,1,3,42,Basic,8
USR_45590,0,19,18,Enterprise,6
USR_45591,0,18,95,Basic,6
USR_45592,0,16,12,Basic,1
USR_45593,0,8,2,Pro,7
USR_45594,0,8,9,Basic,6
USR_45595,1,15,99,Basic,1
USR_45596,1,2,43,Basic,9
USR_45597,0,18,73,Pro,7
USR_45598,0,10,95,Basic,10
USR_45599,0,1,57,Basic,3
USR_45600,0,16,7,Basic,6
USR_45601,0,1,30,Basic,5
USR_45602,1,4,96,Basic,6
USR_45603,1,5,1,Basic,1
USR_45604,0,5,36,Basic,2
USR_45605,0,3,55,Basic,2
USR_45606,0,5,38,Enterprise,1
USR_45607,1,3,6,Basic,9
USR_45608,1,3,56,Basic,3
USR_45609,0,19,87,Basic,4
USR_45610,1,6,42,Enterprise,3
USR_45611,1,8,67,Basic,5
USR_45612,0,15,14,Pro,2
USR_45613,0,7,97,Pro,7
USR_45614,0,15,91,Basic,3
USR_45615,0,18,32,Basic,9
USR_45616,0,10,88,Basic,9
USR_45617,0,18,96,Basic,8
USR_45618,0,14,91,Basic,2
USR_45619,0,3,81,Basic,5
USR_45620,1,18,35,Basic,7
USR_45621,0,2,50,Basic,4
USR_45622,1,15,39,Basic,10
USR_45623,0,17,82,Pro,3
USR_45624,0,13,3,Basic,2
USR_45625,0,6,15,Basic,8
USR_45626,0,2,47,Basic,5
USR_45627,0,13,7,Basic,4
USR_45628,0,16,91,Basic,9
USR_45629,1,5,1,Basic,6
USR_45630,0,10,68,Pro,3
USR_45631,1,2,54,Pro,5
USR_45632,1,18,9,Basic,5
USR_45633,1,19,35,Pro,10
USR_45634,0,19,88,Pro,5
USR_45635,1,7,81,Basic,6
USR_45636,0,4,15,Basic,3
USR_45637,0,14,84,Basic,10
USR_45638,0,11,67,Pro,10
USR_45639,1,9,49,Basic,4
USR_45640,0,1,66,Basic,6
USR_45641,0,4,67,Basic,6
USR_45642,1,13,16,Basic,3
USR_45643,0,3,4,Pro,6
USR_45644,1,16,57,Basic,3
USR_45645,1,11,75,Basic,6
USR_45646,1,7,74,Basic,10
USR_45647,0,10,23,Basic,9
USR_45648,1,3,11,Basic,3
USR_45649,1,4,92,Basic,2
USR_45650,1,18,64,Pro,9
USR_45651,1,14,87,Basic,6
USR_45652,0,5,33,Enterprise,3
USR_45653,0,11,35,Basic,6
USR_45654,1,17,10,Basic,9
USR_45655,0,10,38,Basic,9
USR_45656,0,5,7,Basic,1
USR_45657,1,6,63,Basic,3
USR_45658,1,3,62,Pro,6
USR_45659,1,5,33,Basic,10
USR_45660,1,3,87,Basic,2
USR_45661,1,17,60,Basic,8
USR_45662,0,14,42,Pro,7
USR_45663,1,9,55,Pro,1
USR_45664,0,12,94,Basic,4
USR_45665,1,16,94,Basic,1
USR_45666,1,11,47,Pro,7
USR_45667,0,11,63,Pro,10
USR_45668,0,4,92,Basic,3
USR_45669,1,18,3,Basic,2
USR_45670,1,16,78,Pro,1
USR_45671,1,16,75,Basic,10
USR_45672,0,17,27,Basic,3
USR_45673,1,4,25,Basic,7
USR_45674,0,18,82,Basic,1
USR_45675,1,6,74,Basic,9
USR_45676,1,6,96,Pro,3
USR_45677,1,12,58,Basic,8
USR_45678,0,8,2,Basic,7
USR_45679,0,17,61,Pro,7
USR_45680,0,11,30,Enterprise,7
USR_45681,0,13,81,Basic,8
USR_45682,1,17,51,Basic,1
USR_45683,0,8,92,Enterprise,5
USR_45684,0,19,46,Basic,3
USR_45685,1,10,20,Basic,9
USR_45686,0,13,78,Basic,3
USR_45687,0,17,50,Basic,4
USR_45688,0,16,70,Basic,5
USR_45689,0,3,58,Pro,10
USR_45690,1,17,33,Basic,9
USR_45691,0,11,94,Basic,6
USR_45692,1,8,40,Basic,9
USR_45693,1,3,85,Basic,8
USR_45694,1,19,37,Basic,2
USR_45695,0,8,43,Basic,6
USR_45696,0,10,73,Basic,2
USR_45697,0,8,45,Basic,6
USR_45698,0,14,61,Basic,8
USR_45699,0,13,82,Basic,7
USR_45700,1,14,88,Pro,8
USR_45701,1,14,45,Basic,1
USR_45702,0,3,75,Basic,10
USR_45703,0,13,54,Basic,7
USR_45704,0,5,36,Basic,7
USR_45705,0,12,25,Enterprise,2
USR_45706,0,13,57,Pro,10
USR_45707,0,9,99,Pro,9
USR_45708,0,7,92,Basic,1
USR_45709,0,9,76,Basic,9
USR_45710,0,6,88,Basic,4
USR_45711,0,17,72,Pro,6
USR_45712,1,8,51,Basic,4
USR_45713,1,8,95,Basic,5
USR_45714,0,7,6,Basic,4
USR_45715,1,4,94,Pro,5
USR_45716,1,9,66,Basic,7
USR_45717,0,10,79,Basic,3
USR_45718,0,10,36,Pro,6
USR_45719,0,18,59,Basic,3
USR_45720,1,16,7,Basic,7
USR_45721,0,13,47,Pro,3
USR_45722,1,14,65,Basic,3
USR_45723,0,16,65,Basic,8
USR_45724,1,10,40,Pro,9
USR_45725,0,13,84,Basic,6
USR_45726,1,13,91,Basic,5
USR_45727,0,1,45,Basic,8
USR_45728,0,15,6,Pro,3
USR_45729,0,1,82,Pro,10
USR_45730,1,1,4,Basic,5
USR_45731,0,1,21,Basic,7
USR_45732,1,6,27,Enterprise,1
USR_45733,0,18,51,Basic,2
USR_45734,0,9,11,Basic,5
USR_45735,0,17,57,Basic,8
USR_45736,1,2,42,Basic,10
USR_45737,0,12,61,Basic,10
USR_45738,1,5,73,Basic,7
USR_45739,1,3,97,Basic,1
USR_45740,0,7,13,Basic,4
USR_45741,1,2,70,Basic,4
USR_45742,0,14,12,Enterprise,5
USR_45743,0,2,66,Basic,7
USR_45744,0,5,39,Enterprise,6
USR_45745,0,13,71,Basic,4
USR_45746,1,16,89,Enterprise,10
USR_45747,0,14,67,Enterprise,8
USR_45748,0,6,63,Enterprise,1
USR_45749,0,10,88,Basic,2
USR_45750,1,15,38,Basic,2
USR_45751,0,5,27,Basic,9
USR_45752,0,10,18,Basic,7
USR_45753,0,15,69,Basic,10
USR_45754,0,17,44,Pro,2
USR_45755,0,8,3,Enterprise,3
USR_45756,0,18,14,Basic,2
USR_45757,0,2,50,Basic,3
USR_45758,1,11,97,Basic,2
USR_45759,1,7,36,Basic,5
USR_45760,1,6,76,Basic,2
USR_45761,1,6,12,Basic,8
USR_45762,0,19,80,Basic,4
USR_45763,0,3,54,Basic,9
USR_45764,0,8,26,Pro,7
USR_45765,1,17,11,Pro,6
USR_45766,0,14,43,Basic,5
USR_45767,0,11,60,Basic,6
USR_45768,0,8,40,Basic,2
USR_45769,0,6,40,Basic,5
USR_45770,0,5,73,Basic,4
USR_45771,0,2,16,Basic,10
USR_45772,1,13,11,Basic,3
USR_45773,1,8,37,Basic,1
USR_45774,0,15,61,Basic,7
USR_45775,0,2,39,Basic,8
USR_45776,1,6,31,Basic,3
USR_45777,0,18,42,Pro,8
USR_45778,0,3,66,Basic,7
USR_45779,1,8,28,Pro,7
USR_45780,1,3,91,Pro,2
USR_45781,1,6,89,Basic,8
USR_45782,0,13,98,Basic,3
USR_45783,1,2,83,Basic,9
USR_45784,0,10,47,Pro,2
USR_45785,1,10,63,Basic,7
USR_45786,0,1,12,Basic,5
USR_45787,1,1,56,Pro,3
USR_45788,0,1,28,Basic,1
USR_45789,1,17,13,Basic,4
USR_45790,1,14,20,Pro,7
USR_45791,1,19,96,Basic,4
USR_45792,1,2,38,Basic,5
USR_45793,1,7,63,Pro,10
USR_45794,1,10,7,Pro,10
USR_45795,0,17,90,Basic,4
USR_45796,0,4,85,Enterprise,9
USR_45797,1,2,10,Basic,5
USR_45798,1,1,80,Basic,2
USR_45799,1,5,37,Enterprise,8
USR_45800,0,5,65,Basic,8
USR_45801,0,4,6,Basic,7
USR_45802,0,5,78,Basic,10
USR_45803,0,17,20,Enterprise,9
USR_45804,0,1,81,Pro,7
USR_45805,0,10,6,Pro,8
USR_45806,0,15,88,Pro,4
USR_45807,0,13,53,Basic,7
USR_45808,0,8,33,Basic,3
USR_45809,0,15,4,Basic,2
USR_45810,0,6,68,Basic,2
USR_45811,0,14,89,Enterprise,7
USR_45812,0,15,54,Pro,3
USR_45813,1,15,63,Basic,2
USR_45814,1,8,47,Basic,7
USR_45815,1,17,1,Basic,10
USR_45816,1,12,5,Basic,7
USR_45817,1,16,47,Pro,1
USR_45818,1,2,99,Basic,9
USR_45819,0,9,51,Basic,3
USR_45820,0,7,40,Basic,8
USR_45821,0,13,42,Basic,8
USR_45822,0,18,27,Pro,4
USR_45823,1,15,48,Basic,6
USR_45824,1,2,83,Pro,10
USR_45825,1,6,88,Basic,6
USR_45826,1,19,92,Enterprise,7
USR_45827,1,8,40,Basic,6
USR_45828,0,13,80,Basic,8
USR_45829,1,15,14,Basic,5
USR_45830,0,19,98,Enterprise,2
USR_45831,0,10,7,Pro,3
USR_45832,1,4,61,Pro,3
USR_45833,0,3,4,Basic,10
USR_45834,0,3,14,Basic,7
USR_45835,0,9,98,Enterprise,5
USR_45836,0,13,49,Pro,8
USR_45837,0,9,69,Basic,5
USR_45838,1,15,6,Basic,4
USR_45839,1,14,1,Basic,3
USR_45840,0,9,94,Pro,1
USR_45841,1,14,60,Pro,5
USR_45842,0,19,68,Basic,8
USR_45843,0,12,19,Basic,7
USR_45844,0,14,45,Basic,7
USR_45845,1,18,85,Pro,7
USR_45846,1,11,24,Basic,2
USR_45847,1,5,37,Pro,1
USR_45848,1,2,11,Basic,8
USR_45849,0,2,68,Basic,6
USR_45850,1,17,44,Pro,6
USR_45851,0,19,65,Pro,3
USR_45852,1,10,93,Enterprise,7
USR_45853,0,19,6,Basic,4
USR_45854,1,11,81,Enterprise,9
USR_45855,1,18,10,Basic,9
USR_45856,1,10,67,Basic,8
USR_45857,1,14,85,Basic,9
USR_45858,0,2,92,Basic,10
USR_45859,0,1,6,Basic,3
USR_45860,0,15,41,Basic,3
USR_45861,1,1,49,Pro,6
USR_45862,0,5,60,Pro,2
USR_45863,1,2,20,Pro,2
USR_45864,1,8,35,Basic,5
USR_45865,0,14,66,Pro,9
USR_45866,0,8,76,Basic,8
USR_45867,0,1,83,Basic,1
USR_45868,0,4,46,Pro,6
USR_45869,0,2,96,Enterprise,9
USR_45870,0,13,88,Pro,1
USR_45871,0,3,63,Basic,2
USR_45872,1,15,4,Basic,1
USR_45873,0,19,82,Basic,5
USR_45874,0,14,69,Basic,9
USR_45875,0,12,24,Basic,6
USR_45876,1,12,4,Pro,2
USR_45877,1,14,99,Basic,2
USR_45878,0,7,50,Pro,5
USR_45879,1,13,25,Basic,6
USR_45880,0,4,61,Basic,5
USR_45881,1,6,56,Enterprise,7
USR_45882,1,14,67,Basic,4
USR_45883,0,4,43,Pro,10
USR_45884,1,2,68,Enterprise,9
USR_45885,1,9,95,Basic,5
USR_45886,0,13,14,Basic,1
USR_45887,1,6,70,Basic,3
USR_45888,1,10,52,Pro,5
USR_45889,0,3,12,Basic,2
USR_45890,0,17,10,Pro,3
USR_45891,0,15,6,Pro,7
USR_45892,0,18,98,Pro,4
USR_45893,1,11,60,Basic,2
USR_45894,1,16,64,Basic,3
USR_45895,1,8,34,Basic,7
USR_45896,1,1,50,Basic,9
USR_45897,0,13,37,Enterprise,2
USR_45898,1,1,65,Basic,5
USR_45899,1,9,25,Basic,8
USR_45900,1,8,51,Basic,7
USR_45901,0,13,75,Basic,3
USR_45902,0,3,8,Enterprise,3
USR_45903,0,13,46,Basic,2
USR_45904,1,7,11,Basic,4
USR_45905,0,7,21,Basic,5
USR_45906,0,10,35,Basic,6
USR_45907,0,18,69,Basic,2
USR_45908,0,18,27,Basic,6
USR_45909,0,11,69,Basic,9
USR_45910,0,15,85,Pro,8
USR_45911,0,2,29,Basic,2
USR_45912,1,10,23,Pro,5
USR_45913,0,8,98,Basic,8
USR_45914,1,12,6,Pro,2
USR_45915,0,1,70,Basic,10
USR_45916,0,18,7,Basic,8
USR_45917,1,2,59,Enterprise,7
USR_45918,0,9,18,Enterprise,4
USR_45919,0,14,9,Basic,8
USR_45920,0,19,6,Basic,9
USR_45921,0,4,92,Basic,9
USR_45922,1,2,56,Basic,1
USR_45923,0,6,69,Basic,3
USR_45924,0,14,60,Basic,5
USR_45925,0,8,73,Basic,10
USR_45926,1,6,97,Pro,9
USR_45927,1,7,20,Basic,2
USR_45928,0,10,94,Basic,9
USR_45929,0,17,95,Basic,9
USR_45930,1,14,48,Pro,9
USR_45931,0,5,77,Basic,7
USR_45932,0,16,76,Basic,5
USR_45933,0,15,16,Basic,7
USR_45934,0,4,96,Basic,8
USR_45935,0,3,46,Basic,9
USR_45936,1,12,34,Enterprise,4
USR_45937,1,1,83,Pro,1
